"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue","avgBedrooms","avgRooms","fold_id","preds","residuals"
-117.91,33.91,27,2181,501,1555,488,3.6106,196400,1.0266393442623,4.46926229508197,1,159152.270833045,37247.7291669549
-117.91,33.91,24,2249,379,1015,385,4.9766,267100,0.984415584415584,5.84155844155844,1,216182.385370672,50917.6146293275
-117.89,33.92,14,1562,373,609,328,2.3935,125000,1.13719512195122,4.76219512195122,1,160939.456805869,-35939.4568058691
-117.89,33.9,16,1426,216,652,226,6.5284,288700,0.955752212389381,6.30973451327434,1,255466.643325358,33233.3566746419
-117.92,33.91,33,2868,382,1204,412,6.1825,336900,0.927184466019418,6.96116504854369,1,300350.934462633,36549.0655373667
-117.9,33.9,18,3821,576,1430,568,6.9399,349600,1.01408450704225,6.72711267605634,1,350519.720128347,-919.7201283467
-117.98,33.87,25,2037,515,1435,496,3.3199,188800,1.0383064516129,4.10685483870968,1,169376.151369984,19423.8486300164
-117.98,33.87,29,1310,332,937,294,3.8068,158700,1.12925170068027,4.45578231292517,1,167343.280493352,-8643.28049335242
-117.96,33.87,35,1972,367,1152,356,3.7222,187500,1.03089887640449,5.53932584269663,1,175650.862359143,11849.1376408573
-117.95,33.86,35,2375,439,1343,424,4.53,193500,1.03537735849057,5.60141509433962,1,185525.671978437,7974.32802156277
-117.96,33.86,32,2366,505,1283,477,3.3516,190000,1.05870020964361,4.9601677148847,1,177783.955996611,12216.044003389
-117.95,33.87,35,1854,383,1115,381,4.4784,185200,1.00524934383202,4.86614173228346,1,183181.739609696,2018.2603903035
-117.96,33.87,27,890,289,416,200,3.141,167500,1.445,4.45,1,243818.34744391,-76318.3474439104
-117.96,33.87,37,1785,360,1155,403,4.7984,175800,0.893300248138958,4.42928039702233,1,199447.2933765,-23647.2933765005
-117.95,33.86,36,2038,343,1066,346,5.197,195700,0.991329479768786,5.89017341040462,1,226667.36373135,-30967.3637313504
-117.94,33.87,46,2066,450,1275,448,3.9375,187000,1.00446428571429,4.61160714285714,1,169376.022848448,17623.9771515522
-117.93,33.88,32,2458,359,967,409,7.2893,293500,0.877750611246944,6.00977995110024,1,366633.255405938,-73133.255405938
-117.9,33.87,28,2315,538,1360,504,2.9861,218600,1.06746031746032,4.59325396825397,1,168967.70813875,49632.29186125
-117.9,33.87,34,1411,292,1040,299,3.4338,195200,0.976588628762542,4.7190635451505,1,156468.160628746,38731.8393712535
-117.89,33.86,28,1395,398,1220,362,3.3008,193800,1.09944751381215,3.85359116022099,1,169423.453022774,24376.5469772264
-117.88,33.89,19,3583,911,2300,871,3.0214,218400,1.0459242250287,4.11366245694604,1,179205.336682239,39194.6633177612
-117.86,33.91,16,2889,423,1227,401,6.4514,270800,1.05486284289277,7.20448877805486,1,283636.640913549,-12836.6409135488
-117.86,33.88,20,3977,540,1886,541,6.5843,272200,0.99815157116451,7.35120147874307,1,307077.362655578,-34877.3626555782
-117.85,33.9,25,1548,256,811,263,5.2037,242200,0.973384030418251,5.88593155893536,1,211648.443196072,30551.5568039281
-117.85,33.89,24,3326,503,1616,494,5.7457,240600,1.01821862348178,6.73279352226721,1,244317.890694397,-3717.89069439666
-117.87,33.86,19,2232,448,1149,417,3.1534,324400,1.07434052757794,5.35251798561151,1,192097.649196122,132302.350803878
-117.87,33.87,7,2663,642,1367,677,4.6563,162400,0.948301329394387,3.93353028064993,1,193022.999793813,-30622.9997938128
-117.87,33.86,28,2292,531,2197,509,3.4856,142800,1.04322200392927,4.50294695481336,1,159503.791707555,-16703.7917075547
-117.81,33.89,13,3252,583,1546,557,5.8243,297900,1.04667863554758,5.83842010771993,1,252526.339874948,45373.6601250524
-117.82,33.89,21,3079,509,1431,480,4.0714,278900,1.06041666666667,6.41458333333333,1,220345.766332696,58554.2336673037
-117.78,33.86,16,3471,708,1769,691,4.1064,246100,1.0246020260492,5.02315484804631,1,178365.696980163,67734.3030198375
-117.84,33.9,24,1723,223,707,219,7.0352,299600,1.01826484018265,7.8675799086758,1,326351.194914385,-26751.1949143845
-117.83,33.88,18,2112,340,1048,315,6.9308,231700,1.07936507936508,6.7047619047619,1,328410.983931995,-96710.9839319953
-117.82,33.88,15,5392,895,2531,827,6.2185,280300,1.08222490931076,6.51995163240629,1,277235.879290215,3064.12070978543
-117.78,33.89,7,9729,1210,4160,1214,8.9088,415300,0.99670510708402,8.01400329489292,1,447085.638959547,-31785.6389595471
-117.82,33.85,18,1810,305,1189,326,5.2227,213500,0.93558282208589,5.5521472392638,1,196051.887161539,17448.1128384606
-117.78,33.81,23,1986,278,826,260,7.7752,380000,1.06923076923077,7.63846153846154,1,353742.705144984,26257.2948550159
-117.8,33.79,13,2021,362,1081,341,4.3269,231400,1.06158357771261,5.9266862170088,1,198871.895998599,32528.1040014009
-117.76,33.86,14,3666,442,1400,433,10.1316,500001,1.02078521939954,8.46651270207852,1,470880.649078108,29120.3509218923
-117.76,33.81,2,582,70,199,64,7.1193,500001,1.09375,9.09375,1,333624.497090645,166376.502909355
-117.81,33.8,25,2765,475,1666,474,6.0531,230700,1.00210970464135,5.83333333333333,1,229171.149416092,1528.85058390821
-117.81,33.79,25,5950,1155,4528,1064,4.2564,204600,1.08552631578947,5.5921052631579,1,203978.773800249,621.226199751254
-117.67,33.61,24,3859,661,1972,624,5.7871,227400,1.05929487179487,6.18429487179487,1,262117.893143579,-34717.8931435791
-117.67,33.61,23,3588,577,1695,569,6.1401,243200,1.01405975395431,6.30579964850615,1,251199.490227011,-7999.49022701129
-117.66,33.57,16,4277,565,1642,549,8.0082,286600,1.02914389799636,7.79052823315118,1,377191.953721512,-90591.9537215116
-117.66,33.64,17,3173,501,1555,520,6.7079,250800,0.963461538461538,6.10192307692308,1,258228.599351752,-7428.59935175168
-117.65,33.62,15,2708,410,1140,389,6.2899,275000,1.05398457583548,6.96143958868895,1,265234.811317895,9765.18868210458
-117.66,33.58,6,4186,515,1794,541,9.6986,357600,0.951940850277264,7.73752310536044,1,447652.44492198,-90052.4449219795
-117.67,33.55,6,3157,721,1695,710,3.7609,222300,1.01549295774648,4.44647887323944,1,187642.62218602,34657.3778139796
-117.59,33.61,3,2993,429,991,390,10.0765,378200,1.1,7.67435897435897,1,432484.80091835,-54284.8009183495
-117.58,33.6,5,5348,659,1862,555,11.0567,495400,1.18738738738739,9.63603603603604,1,488431.881515653,6968.11848434655
-117.6,33.65,4,3134,504,1599,485,6.2464,233900,1.03917525773196,6.46185567010309,1,231060.379998604,2839.62000139558
-117.64,33.66,6,5221,1217,2597,1119,4.6076,204000,1.0875781948168,4.66577301161752,1,186084.004508472,17915.9954915276
-117.61,33.63,2,4678,817,1970,712,6.1078,219000,1.14747191011236,6.57022471910112,1,274883.590507696,-55883.5905076964
-117.65,33.53,7,6814,785,2175,681,10.49,500001,1.15271659324523,10.0058737151248,1,497514.793893435,2486.20610656502
-117.62,33.42,23,2656,515,998,435,4.0294,500001,1.18390804597701,6.10574712643678,1,315117.842107514,184883.157892486
-117.63,33.38,12,5744,1054,2104,847,5.1482,500001,1.2443919716647,6.78158205430933,1,312758.469949988,187242.530050012
-117.61,33.41,35,2556,404,946,399,6.1557,402900,1.0125313283208,6.40601503759398,1,343372.552593565,59527.4474064349
-117.63,33.45,5,3549,604,1571,534,5.3705,363500,1.1310861423221,6.64606741573034,1,319721.470338761,43778.5296612387
-117.63,33.47,4,1969,280,805,271,7.6012,310800,1.03321033210332,7.26568265682657,1,368651.256042875,-57851.256042875
-117.62,33.43,27,3858,1062,2321,873,3.3155,231000,1.21649484536082,4.4192439862543,1,255805.002179368,-24805.0021793685
-117.59,33.44,3,5813,1264,2363,1041,4.3897,341300,1.21421709894332,5.58405379442843,1,254985.397659781,86314.6023402194
-117.6,33.43,21,3951,562,1392,543,5.1439,414000,1.03499079189687,7.27624309392265,1,312922.653657338,101077.346342662
-117.67,33.44,25,2994,519,903,410,6.6852,500001,1.26585365853659,7.30243902439024,1,394225.851562518,105775.148437482
-117.66,33.48,22,809,180,334,157,2.3846,500001,1.14649681528662,5.15286624203822,1,202882.885498083,297118.114501917
-117.64,33.49,3,2516,429,781,337,5.6197,271600,1.27299703264095,7.46587537091988,1,326328.866426995,-54728.8664269951
-117.65,33.48,10,3484,582,1469,556,5.4188,402200,1.04676258992806,6.26618705035971,1,279563.232490234,122636.767509766
-117.64,33.48,12,2007,397,1033,373,5.6754,275900,1.06434316353887,5.38069705093834,1,257682.391729941,18217.6082700585
-117.72,33.54,13,4866,812,1909,733,4.9821,244800,1.10777626193724,6.63847203274216,1,272518.231717151,-27718.231717151
-117.73,33.49,17,2168,290,654,279,9.8321,500001,1.03942652329749,7.77060931899642,1,492422.064664668,7578.9353353316
-117.7,33.6,16,2092,489,877,392,3.0461,216900,1.24744897959184,5.33673469387755,1,196708.922828741,20191.0771712594
-117.68,33.59,12,3473,466,1569,450,8.8636,314000,1.03555555555556,7.71777777777778,1,402442.039084832,-88442.0390848317
-117.67,33.49,15,2782,579,983,525,2.1935,183300,1.10285714285714,5.29904761904762,1,214138.451693803,-30838.4516938029
-117.67,33.49,10,366,61,128,61,8.163,250000,1,6,1,440342.321100479,-190342.321100479
-117.66,33.51,18,2626,530,1302,522,4.0167,189600,1.01532567049808,5.03065134099617,1,240193.108971173,-50593.1089711733
-117.67,33.51,17,2112,480,1893,433,4.0388,120400,1.10854503464203,4.87759815242494,1,209612.349977862,-89212.3499778616
-117.7,33.47,20,1577,363,764,333,4.1563,320800,1.09009009009009,4.73573573573574,1,265136.507193353,55663.4928066467
-117.72,33.43,5,1889,359,616,246,3.8992,500001,1.45934959349593,7.67886178861789,1,333733.966804454,166267.033195546
-117.69,33.52,4,2142,625,1176,483,3.4455,325000,1.29399585921325,4.43478260869565,1,222992.315816641,102007.684183359
-117.7,33.53,5,6698,1254,2834,1139,5.9088,288500,1.1009657594381,5.88059701492537,1,324778.607612472,-36278.6076124717
-117.71,33.52,17,2486,417,876,361,6.1007,340900,1.15512465373961,6.88642659279778,1,377637.191014785,-36737.191014785
-117.7,33.56,2,2112,305,703,261,6.9343,298500,1.16858237547893,8.09195402298851,1,313329.87534013,-14829.8753401304
-117.7,33.57,9,1204,355,469,293,3.6196,119900,1.21160409556314,4.10921501706485,1,195521.236588682,-75621.236588682
-117.71,33.57,6,3673,881,1846,768,4.877,144300,1.14713541666667,4.78255208333333,1,203422.219022028,-59122.2190220275
-117.68,33.51,4,2428,401,959,386,6.2661,268500,1.03886010362694,6.29015544041451,1,309184.195047208,-40684.1950472083
-117.69,33.51,4,1223,275,505,244,4.6607,173000,1.12704918032787,5.01229508196721,1,242321.347608929,-69321.347608929
-117.7,33.5,4,7474,1037,2969,1007,8.7591,434700,1.02979145978153,7.42204568023833,1,471567.696535163,-36867.696535163
-117.7,33.48,6,16590,2696,6223,2357,6.3088,340300,1.14382689859992,7.03860840050912,1,362797.049339516,-22497.049339516
-117.77,33.7,4,2446,622,1315,560,3.7147,137500,1.11071428571429,4.36785714285714,1,171143.359690223,-33643.359690223
-117.69,33.65,16,5805,852,2356,795,6.1062,274600,1.07169811320755,7.30188679245283,1,258154.124160599,16445.8758394011
-117.7,33.65,16,3388,492,1249,463,6.1863,355600,1.06263498920086,7.31749460043197,1,261498.175178674,94101.8248213264
-117.7,33.63,23,3038,473,1501,436,5.5584,241700,1.0848623853211,6.96788990825688,1,248776.673242871,-7076.6732428708
-117.67,33.67,5,10534,2035,4656,1863,5.7797,309200,1.09232420826624,5.65432098765432,1,275059.811838293,34140.1881617075
-117.64,33.68,4,5687,970,2677,938,6.5069,243400,1.03411513859275,6.06289978678038,1,244788.369522757,-1388.36952275713
-117.82,33.72,24,3260,458,1383,442,6.5987,272800,1.03619909502262,7.37556561085973,1,296095.126064653,-23295.1260646526
-117.8,33.72,16,2617,506,1317,511,4.821,201400,0.990215264187867,5.12133072407045,1,210401.96860709,-9001.96860708986
-117.81,33.71,16,2666,387,1227,347,7.3769,302400,1.11527377521614,7.68299711815562,1,350104.838543117,-47704.8385431174
-117.82,33.72,24,3477,462,1593,484,6.8634,276500,0.954545454545455,7.18388429752066,1,296797.020064811,-20297.020064811
-117.78,33.69,16,4702,806,2529,814,5.1299,238900,0.99017199017199,5.77641277641278,1,223038.040552471,15861.9594475286
-117.78,33.68,19,2500,331,1027,327,6.115,315600,1.01223241590214,7.64525993883792,1,285896.089000907,29703.9109990929
-117.8,33.69,16,2745,447,1429,411,6.8219,325500,1.08759124087591,6.67883211678832,1,295381.683701407,30118.3162985931
-117.8,33.68,14,2635,516,1150,499,4.4391,306700,1.03406813627255,5.28056112224449,1,255015.279353664,51684.7206463364
-117.81,33.67,8,2098,342,908,329,7.7589,342900,1.03951367781155,6.37689969604863,1,351922.599312621,-9022.59931262076
-117.81,33.68,8,1964,413,913,406,5.1583,192200,1.01724137931034,4.83743842364532,1,238092.752520254,-45892.7525202537
-117.78,33.68,14,1750,336,852,300,4.6793,236800,1.12,5.83333333333333,1,244809.087237653,-8009.08723765321
-117.77,33.67,12,4329,1068,1913,978,4.5094,160200,1.0920245398773,4.42638036809816,1,196103.959772152,-35903.9597721516
-117.78,33.71,4,974,232,428,203,4.6141,195400,1.14285714285714,4.79802955665025,1,207984.566514806,-12584.5665148065
-117.79,33.71,16,3114,463,1641,469,6.2162,283200,0.987206823027719,6.63965884861407,1,253632.398228737,29567.6017712626
-117.8,33.55,38,1757,464,821,426,4.1304,433300,1.08920187793427,4.12441314553991,1,495343.368968587,-62043.3689685874
-117.8,33.55,35,2067,428,724,377,5.8371,500001,1.13527851458886,5.48275862068965,1,497067.68983202,2933.3101679798
-117.83,33.67,17,2634,641,1454,560,3.7976,275000,1.14464285714286,4.70357142857143,1,235447.170451212,39552.8295487878
-117.83,33.66,16,1574,385,515,363,5.3423,291700,1.06060606060606,4.33608815426997,1,215276.948649202,76423.051350798
-117.76,33.53,28,3085,499,1176,480,7.9794,426100,1.03958333333333,6.42708333333333,1,491528.168696891,-65428.1686968909
-117.74,33.62,16,4134,740,2103,745,5.6877,231400,0.993288590604027,5.5489932885906,1,245477.820892714,-14077.8208927143
-117.72,33.62,21,2322,518,662,457,3.1679,110000,1.13347921225383,5.08096280087527,1,164055.67423576,-54055.6742357602
-117.71,33.61,25,3004,718,891,626,2.395,80300,1.14696485623003,4.79872204472843,1,186494.950517253,-106194.950517253
-117.71,33.6,25,3011,714,893,654,2.3387,74800,1.09174311926605,4.6039755351682,1,171913.272776197,-97113.2727761973
-117.7,33.6,26,1021,230,301,208,2.625,80600,1.10576923076923,4.90865384615385,1,184892.305159497,-104292.305159497
-117.7,33.59,11,8039,1717,3445,1571,4.1678,190900,1.09293443666454,5.11712285168682,1,216643.618685238,-25743.6186852385
-117.84,33.66,5,1688,430,857,402,3.7857,231600,1.06965174129353,4.19900497512438,1,241637.606842772,-10037.6068427722
-117.83,33.65,9,638,266,426,234,3.7875,187500,1.13675213675214,2.72649572649573,1,184771.620313598,2728.37968640184
-117.82,33.66,15,2460,447,1049,398,6.4967,387500,1.12311557788945,6.18090452261307,1,283282.923632226,104217.076367774
-117.81,33.63,17,4477,610,1798,612,8.1093,410400,0.996732026143791,7.31535947712418,1,428726.066516454,-18326.0665164536
-117.81,33.64,4,1741,225,811,233,12.3411,500001,0.965665236051502,7.47210300429185,1,486212.316571934,13788.6834280662
-117.87,33.59,44,2499,396,910,374,6.6544,500001,1.05882352941176,6.68181818181818,1,494833.472977264,5167.52702273586
-117.89,33.61,42,1301,280,539,249,5,500001,1.12449799196787,5.22489959839357,1,475251.40873293,24749.5912670705
-117.9,33.61,44,1469,312,507,266,3.4937,500001,1.17293233082707,5.52255639097744,1,486502.190408469,13498.8095915308
-117.87,33.64,26,3521,455,1336,451,10.2849,500001,1.00886917960089,7.80709534368071,1,483993.731076562,16007.2689234384
-117.86,33.65,4,3618,767,1326,714,5.4284,500001,1.07422969187675,5.0672268907563,1,257655.118947807,242345.881052193
-117.87,33.62,15,2209,275,735,274,15.0001,500001,1.0036496350365,8.06204379562044,1,497514.793893435,2486.20610656502
-117.9,33.63,26,4486,554,1598,549,10.1454,500001,1.00910746812386,8.1712204007286,1,497514.793893435,2486.20610656502
-117.9,33.63,32,3556,521,1381,537,6.1426,450700,0.970204841713222,6.6219739292365,1,381027.451970664,69672.5480293358
-117.9,33.63,28,2370,352,832,347,7.1148,500001,1.01440922190202,6.8299711815562,1,480658.383218315,19342.6167816847
-117.88,33.66,26,6017,1244,2673,1135,3.5426,295400,1.09603524229075,5.30132158590308,1,233447.846788822,61952.1532111781
-117.9,33.65,30,1634,373,771,364,3.4125,284100,1.02472527472527,4.48901098901099,1,276228.305406023,7871.69459397747
-117.91,33.64,29,1652,310,832,326,4.8098,325400,0.950920245398773,5.06748466257669,1,271190.592791243,54209.4072087565
-117.92,33.63,34,2479,491,1131,490,4.9643,317900,1.00204081632653,5.05918367346939,1,384700.121516109,-66800.1215161085
-117.91,33.64,38,2222,542,1067,512,2.8553,307600,1.05859375,4.33984375,1,251720.160664111,55879.8393358889
-117.92,33.61,18,1538,425,425,288,5.3369,312500,1.47569444444444,5.34027777777778,1,380710.282751502,-68210.2827515024
-117.93,33.62,34,2125,498,1052,468,5.6315,484600,1.06410256410256,4.54059829059829,1,462792.855800726,21807.1441992742
-117.94,33.64,18,1867,426,871,399,2.6221,272000,1.06766917293233,4.67919799498747,1,199437.21421651,72562.7857834905
-117.92,33.64,24,2539,695,1623,611,3.0708,188700,1.13747954173486,4.15548281505728,1,205314.292686151,-16614.2926861514
-117.92,33.65,20,1391,393,856,360,3.184,220000,1.09166666666667,3.86388888888889,1,232281.649635258,-12281.6496352577
-117.9,33.67,26,2507,393,1333,392,6.1601,266100,1.00255102040816,6.39540816326531,1,265421.709038497,678.290961503342
-117.89,33.68,8,5278,1575,2389,1371,3.3409,181300,1.14879649890591,3.84974471188913,1,236607.28263214,-55307.2826321397
-117.87,33.7,21,3648,654,2266,628,5.0956,246000,1.04140127388535,5.80891719745223,1,233523.079917607,12476.9200823929
-117.88,33.71,27,1596,297,1703,289,4.1,184900,1.02768166089965,5.52249134948097,1,185732.104980786,-832.104980786273
-117.88,33.7,17,5122,1544,2966,1339,3.4835,116700,1.15309932785661,3.8252427184466,1,225020.802353242,-108320.802353242
-117.88,33.7,16,1505,358,835,339,3.8029,205400,1.05604719764012,4.43952802359882,1,203466.179774962,1933.82022503822
-117.9,33.72,36,443,117,577,115,3.6875,137500,1.01739130434783,3.85217391304348,1,190767.079386823,-53267.0793868229
-117.91,33.72,32,2436,504,2839,516,4.5607,182100,0.976744186046512,4.72093023255814,1,191115.04105613,-9015.04105613029
-117.9,33.73,31,1171,306,1690,301,3.2639,155200,1.01661129568106,3.89036544850498,1,163478.626745169,-8278.62674516861
-117.89,33.72,23,2305,538,2493,502,3.6618,183500,1.07171314741036,4.59163346613546,1,156095.117020718,27404.8829792819
-117.9,33.71,16,1917,317,1324,351,6.2488,252000,0.903133903133903,5.46153846153846,1,237210.622234798,14789.3777652022
-117.89,33.7,13,1857,572,838,525,3.2386,129200,1.08952380952381,3.53714285714286,1,152793.011007481,-23593.0110074807
-117.9,33.7,12,4695,1110,2153,989,4.6483,190800,1.12234580384226,4.74721941354904,1,201115.263721208,-10315.2637212084
-117.87,33.72,37,2216,497,2445,506,3.8421,174000,0.982213438735178,4.3794466403162,1,165990.507151661,8009.49284833865
-117.86,33.75,5,187,49,207,51,1.8,154200,0.96078431372549,3.66666666666667,1,253941.188515506,-99741.1885155057
-117.85,33.75,27,2311,632,2936,609,2.5651,171400,1.03776683087028,3.79474548440066,1,152595.20379274,18804.7962072597
-117.86,33.74,32,691,151,926,148,4.125,175900,1.02027027027027,4.66891891891892,1,166465.220622703,9434.77937729718
-117.85,33.74,26,2589,1003,5756,983,2.1992,170800,1.02034587995931,2.63377416073245,1,141374.223613073,29425.7763869269
-117.87,33.74,52,2411,526,2165,521,3.415,172500,1.00959692898273,4.62763915547025,1,193820.651447457,-21320.6514474574
-117.88,33.73,33,2291,594,3232,589,3.2037,163500,1.00848896434635,3.88964346349745,1,159110.382745795,4389.61725420522
-117.91,33.74,25,4273,965,2946,922,2.9926,183200,1.04663774403471,4.63449023861171,1,172029.933523236,11170.0664767636
-117.89,33.74,32,660,145,959,113,3.75,159000,1.28318584070796,5.84070796460177,1,202050.346508098,-43050.3465080982
-117.88,33.74,16,1444,446,2329,441,3.1691,159400,1.01133786848073,3.27437641723356,1,129157.155398812,30242.8446011882
-117.88,33.74,19,2261,642,3545,635,2.5224,148500,1.01102362204724,3.56062992125984,1,165532.375516759,-17032.3755167586
-117.88,33.74,25,1799,557,3416,538,3.0083,163500,1.03531598513011,3.34386617100372,1,144130.048147051,19369.9518529488
-117.87,33.75,14,5526,1916,6799,1796,2.6561,144400,1.06681514476615,3.07683741648107,1,162583.625821822,-18183.6258218215
-117.87,33.75,12,2782,1077,1968,795,0.971,102500,1.35471698113208,3.49937106918239,1,172946.3680308,-70446.3680308002
-117.88,33.76,37,2988,677,2354,666,3.4345,235500,1.01651651651652,4.48648648648649,1,176958.098984207,58541.9010157934
-117.88,33.76,17,1768,474,1079,436,1.7823,205300,1.08715596330275,4.05504587155963,1,151995.752046475,53304.2479535253
-117.9,33.76,26,2678,702,3262,685,3.6953,176800,1.02481751824818,3.90948905109489,1,165587.080315423,11212.9196845769
-117.9,33.75,32,1893,431,2245,426,3.7143,163000,1.01173708920188,4.44366197183099,1,164145.264133985,-1145.26413398463
-117.89,33.75,34,2753,654,3117,631,3.1713,170100,1.0364500792393,4.36291600633914,1,158414.940625541,11685.0593744591
-117.88,33.78,26,3141,670,1572,724,3.3472,237400,0.925414364640884,4.33839779005525,1,208938.722612227,28461.2773877729
-117.89,33.77,35,1799,343,1239,368,3.9219,189600,0.932065217391304,4.88858695652174,1,174060.469930444,15539.5300695565
-117.86,33.77,39,4159,655,1669,651,4.6111,240300,1.00614439324117,6.38863287250384,1,261495.295360784,-21195.2953607836
-117.85,33.76,26,2312,525,1273,437,2.8828,204700,1.20137299771167,5.29061784897025,1,195075.348530974,9624.65146902643
-117.85,33.76,33,1866,327,1053,371,4.5461,213800,0.881401617250674,5.02964959568733,1,195323.447695917,18476.5523040826
-117.84,33.76,26,2110,409,1146,407,4.3698,229600,1.004914004914,5.18427518427518,1,211624.064585554,17975.9354144464
-117.81,33.73,19,5471,1345,2828,1247,3.5719,252800,1.07858861267041,4.38732959101844,1,218367.78508814,34432.2149118602
-117.81,33.73,23,3056,556,1508,555,4.7273,234200,1.0018018018018,5.50630630630631,1,222469.136967467,11730.863032533
-117.82,33.73,24,845,190,482,190,4.7039,225000,1,4.44736842105263,1,203495.734872339,21504.2651276608
-117.82,33.77,32,2308,301,967,320,7.0565,324600,0.940625,7.2125,1,366651.191338749,-42051.1913387492
-117.83,33.77,22,2956,642,1342,558,4.1151,203200,1.1505376344086,5.29749103942652,1,244094.923379663,-40894.9233796629
-117.8,33.77,29,5436,707,2046,685,8.7496,349500,1.03211678832117,7.93576642335766,1,449268.305615901,-99768.305615901
-117.83,33.83,13,3759,489,1496,499,8.3818,377600,0.979959919839679,7.53306613226453,1,398008.991684535,-20408.9916845352
-117.83,33.83,23,2775,547,1226,510,3.6707,231400,1.07254901960784,5.44117647058824,1,218459.28802192,12940.7119780798
-117.82,33.79,26,2641,633,3657,617,4.1339,222300,1.0259319286872,4.28038897893031,1,158943.542212018,63356.4577879825
-117.83,33.8,31,2016,409,1095,405,3.8681,196000,1.00987654320988,4.97777777777778,1,195724.098116467,275.901883532671
-117.82,33.81,19,2556,304,822,260,9.9055,456900,1.16923076923077,9.83076923076923,1,490300.627980622,-33400.6279806222
-117.83,33.82,26,3259,456,1354,459,5.7817,267600,0.993464052287582,7.10021786492375,1,264408.046520155,3191.95347984519
-117.83,33.81,28,1972,315,970,326,5.4298,234200,0.966257668711656,6.04907975460123,1,233068.904504783,1131.09549521652
-117.82,33.81,30,2260,345,1182,341,6.0705,236700,1.01173020527859,6.62756598240469,1,258322.045012436,-21622.0450124363
-117.85,33.79,40,1251,336,729,343,2.4688,236400,0.979591836734694,3.64723032069971,1,180133.545576592,56266.4544234076
-117.87,33.78,19,2813,567,1334,596,4.7208,173500,0.951342281879195,4.71979865771812,1,227907.680573361,-54407.6805733615
-117.86,33.8,35,1683,347,1242,335,3.5172,190400,1.03582089552239,5.02388059701493,1,154553.586151994,35846.4138480063
-117.89,33.78,16,6352,1747,5085,1649,2.8835,193800,1.05942995755003,3.85203153426319,1,170103.566352922,23696.4336470784
-117.85,33.84,26,2095,280,793,261,6.6719,271700,1.0727969348659,8.02681992337165,1,318070.98234579,-46370.9823457897
-117.85,33.83,26,1904,292,945,303,5.6784,232400,0.963696369636964,6.28382838283828,1,229108.90711882,3291.09288118005
-117.89,33.82,21,1591,298,904,297,4.8906,179100,1.003367003367,5.35690235690236,1,207515.361052939,-28415.361052939
-117.87,33.81,15,3082,536,1268,531,3.7604,280100,1.00941619585687,5.80414312617702,1,243390.143908248,36709.8560917516
-117.87,33.82,26,2435,346,1088,350,5.9397,249400,0.988571428571429,6.95714285714286,1,272580.487549839,-23180.4875498395
-117.9,33.85,32,1605,314,986,306,3.3375,186200,1.02614379084967,5.24509803921569,1,170872.712383354,15327.2876166465
-117.9,33.84,31,2043,468,1524,454,3.5329,187400,1.03083700440529,4.5,1,165874.292971398,21525.7070286022
-117.87,33.84,25,1928,414,961,385,4.0724,231400,1.07532467532468,5.00779220779221,1,221460.842631249,9939.1573687506
-117.85,33.85,17,4678,1065,2427,1020,4.2276,254100,1.04411764705882,4.58627450980392,1,211050.30912239,43049.6908776096
-117.92,33.85,38,2082,532,1592,510,2.3704,166100,1.04313725490196,4.08235294117647,1,150531.650036232,15568.349963768
-117.93,33.85,33,2489,546,1857,444,2.9474,178400,1.22972972972973,5.60585585585586,1,162041.754947531,16358.2450524693
-117.93,33.85,25,1026,288,1646,283,4.2019,163900,1.01766784452297,3.62544169611307,1,141751.076675233,22148.923324767
-117.96,33.85,35,1175,191,568,186,4.125,189200,1.02688172043011,6.31720430107527,1,201648.125501415,-12448.1255014151
-117.96,33.85,36,1951,365,1254,358,4.8438,185700,1.0195530726257,5.44972067039106,1,183774.326778018,1925.67322198223
-117.95,33.84,19,1749,406,969,391,3.75,173400,1.0383631713555,4.47314578005115,1,197706.101061735,-24306.1010617353
-117.97,33.84,35,793,128,589,137,5.25,190200,0.934306569343066,5.78832116788321,1,217853.213456465,-27653.2134564655
-117.97,33.82,26,2335,504,1121,502,2.9891,205200,1.00398406374502,4.65139442231076,1,201879.529889009,3320.47011099072
-117.96,33.83,30,2838,649,1758,593,3.3831,197400,1.09443507588533,4.7858347386172,1,180774.380697075,16625.6193029254
-117.95,33.83,31,2421,389,1348,413,4.9394,217800,0.941888619854721,5.86198547215496,1,219264.503764135,-1464.50376413509
-117.96,33.83,34,982,148,498,156,6.3214,220800,0.948717948717949,6.2948717948718,1,301544.234209399,-80744.2342093991
-117.93,33.82,28,2444,555,1848,567,3.0179,198800,0.978835978835979,4.31040564373898,1,172933.67914402,25866.3208559802
-117.92,33.84,38,1316,263,671,278,3.2969,220000,0.946043165467626,4.73381294964029,1,193151.974905898,26848.0250941023
-117.93,33.83,30,1561,381,1104,391,3.375,201900,0.974424552429668,3.9923273657289,1,176121.867087124,25778.1329128765
-117.91,33.84,26,1156,393,1880,400,2.2716,350000,0.9825,2.89,1,146023.730049681,203976.269950319
-117.91,33.83,9,1160,368,735,325,1.119,175000,1.13230769230769,3.56923076923077,1,165838.107944865,9161.89205513464
-117.91,33.84,25,1021,252,975,258,3.125,168100,0.976744186046512,3.95736434108527,1,155496.964909908,12603.0350900925
